sofifa_id,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur
225869,G. Gazzaniga,Gianfranco Gazzaniga,25,1993-11-22,188,85,Argentina,SD Ponferradina,64,70,450000,2000
227520,T. Salquist,Tobias Sahlquist,24,1995-05-18,190,82,Denmark,Lillestrøm SK,64,70,550000,1000
228069,K. Mercado,Kevin Mercado,24,1995-01-28,172,76,Ecuador,Club Necaxa,64,70,625000,3000
228241,J. van der Heyden,Jelle van der Heyden,23,1995-08-31,180,77,Netherlands,FC Twente,64,70,575000,2000
228363,J. Kramer,Joris Kramer,22,1996-08-02,187,76,Netherlands,AZ Alkmaar,64,70,550000,2000
228997,C. Goode,Charlie Goode,23,1995-08-03,196,75,England,Northampton Town,64,70,550000,4000
229513,J. Ertlthaler,Julius Ertlthaler,22,1997-04-25,169,62,Austria,SV Mattersburg,64,70,625000,4000
230809,C. Johnson,Callum Johnson,22,1996-10-23,180,71,England,Accrington Stanley,64,70,550000,1000
232504,B. Böðvarsson,Böðvar Böðvarsson,24,1995-04-09,186,76,Iceland,Jagiellonia Białystok,64,70,550000,2000
232831,Choi Kyu Baek,최규백 崔圭伯,25,1994-01-23,188,77,Korea Republic,Jeju United FC,64,70,550000,2000
234654,M. Martic,Manuel Martic,23,1995-08-15,189,81,Austria,SK Rapid Wien,64,70,575000,3000
234783,A. Vukčević,Andrija Vukčević,22,1996-10-11,180,77,Montenegro,Waasland-Beveren,64,70,550000,2000
234831,N. Rieble,Nico Rieble,23,1995-08-22,183,80,Germany,FC Hansa Rostock,64,70,550000,1000
235383,R. Piscitelli,Riccardo Piscitelli,25,1993-10-10,185,78,Italy,Dinamo Bucureşti,64,70,450000,2000
235514,S. Al Rubaie,Saeed Awadh Al Yami,25,1994-06-04,188,80,Saudi Arabia,Ettifaq FC,64,70,550000,6000
238301,T. Demirtaş,Taha Cengiz Demirtaş,25,1994-05-15,193,81,Turkey,Gençlerbirliği SK,64,70,450000,3000
238360,L. Wales,Lachlan Wales,21,1997-10-19,180,74,Australia,Melbourne City FC,64,70,625000,3000
238963,C. Greger,Christoph Greger,22,1997-01-14,193,81,Germany,SpVgg Unterhaching,64,70,550000,1000
239091,L. Grgic,Lukas Grgic,23,1995-08-17,183,84,Austria,WSG Tirol,64,70,575000,2000
239962,I. Jukić,Ivan  Jukić,23,1996-06-21,176,69,Croatia,Korona Kielce,64,70,625000,1000
240044,Luan,Luan Leite da Silva,23,1996-05-31,186,68,Brazil,SKN St. Pölten,64,70,550000,3000
240261,Santi Samanes,Santiago Samanes Bonito,23,1995-07-28,176,73,Spain,Arka Gdynia,64,70,625000,1000
240333,B. Öztürk,Bahadır Öztürk,23,1995-10-01,185,75,Turkey,Antalyaspor,64,70,550000,3000
240576,M. Ortíz,Mauro Gabriel Ortiz,24,1994-09-29,162,64,Argentina,Club Atlético Talleres,64,70,625000,4000
240677,M. Ellingsen,Martin Skjelbreid Ellingsen,24,1995-05-04,180,75,Norway,Molde FK,64,70,575000,2000
242686,M. Breij,Michael Breij,22,1997-01-15,181,72,Netherlands,FC Groningen,64,70,625000,2000
243807,C. Sibbald,Craig Sibbald,24,1995-05-18,170,70,Scotland,Livingston FC,64,70,625000,2000
244022,I. Sissoko,Ibrahim Sissoko,23,1995-11-27,190,89,France,Chamois Niortais Football Club,64,70,625000,2000
244142,A. Radu,Andrei Radu,23,1996-06-21,177,70,Romania,Politehnica Iaşi,64,70,550000,2000
244187,A. Mendy,Arial Mendy,24,1994-11-07,180,75,Senegal,Racing Club de Lens,64,70,550000,2000
244739,E. Moreno,Ederson Moreno,25,1994-01-18,176,68,Colombia,Deportivo Pasto,64,70,550000,1000
244742,A. Ivan,Andreas Ivan,24,1995-01-10,178,75,Romania,New York Red Bulls,64,70,625000,2000
246802,Arthur Silva,Arthur Silva Feitoza,24,1995-04-26,185,80,Brazil,FC Tokyo,64,70,575000,2000
248044,B. Nouvier,Bryan Nouvier,24,1995-06-21,175,68,France,Raków Częstochowa,64,70,625000,1000
251193,T. Mabasa,Tshegofatso Mabasa,22,1996-10-01,179,75,South Africa,Orlando Pirates,64,70,625000,1000
251430,J. Dhillon,Justin Dhillon,24,1995-06-06,193,84,United States,Seattle Sounders FC,64,70,625000,2000
251448,Kellyton,Kellyton Oliveira,24,1995-03-08,180,76,Brazil,Gil Vicente FC,64,70,550000,2000
251452,V. Stojanovski,Vlatko Stojanovski,22,1997-04-23,186,74,FYR Macedonia,Nîmes Olympique,64,70,625000,5000
251994,Tiago Esgaio,Tiago Alexandre de Sousa Esgaio,23,1995-08-01,175,68,Portugal,Os Belenenses,64,70,575000,2000
252028,Fabiano Alves,Fabiano Donato Alves,24,1994-12-01,184,85,Brazil,FC St. Gallen,64,70,575000,3000
252675,J. Dawa Tchakonte,Joyskim Dawa Tchakonte,23,1996-04-09,194,87,Cameroon,Cameroon,64,70,0,0
197928,J. Bond,Jonathan Bond,26,1993-05-19,193,84,England,West Bromwich Albion,64,69,450000,7000
202528,J. Ruffels,Josh Ruffels,25,1993-10-23,178,75,England,Oxford United,64,69,525000,2000
203809,A. Pierre,Aaron Pierre,26,1993-02-17,185,88,Grenada,Shrewsbury,64,69,525000,2000
206554,J. Bolton,James Bolton,24,1994-08-13,180,75,England,Portsmouth,64,69,525000,3000
206558,J. Roberts,Jordan Roberts,25,1994-01-05,181,71,England,Ipswich Town,64,69,600000,4000
207430,R. Edwards,Ryan Edwards,25,1993-11-17,175,73,Australia,Burton Albion,64,69,600000,3000
209256,T. Anderson,Tom Anderson,25,1993-09-02,193,83,England,Doncaster Rovers,64,69,525000,3000
209962,T. Hölscher,Tim Hölscher,24,1995-01-21,179,78,Germany,FC Twente,64,69,600000,2000
210249,F. Putros,Frans Dhia Putros,25,1993-07-14,181,77,Iraq,Hobro IK,64,69,525000,3000
210802,J. Nilsson,Joakim Nilsson,25,1994-02-06,185,78,Sweden,DSC Arminia Bielefeld,64,69,525000,3000
211322,J. Untersee,Joel Untersee,25,1994-02-11,181,79,Switzerland,Empoli,64,69,525000,1000
212251,H. Hansen,Hendrik Hansen,24,1994-11-04,195,88,Germany,FC Würzburger Kickers,64,69,550000,2000
212535,A. Calver,Aaron Calver,23,1996-01-12,186,76,Australia,Western United FC,64,69,550000,1000
212543,V. Milke,Víctor Milke,24,1995-01-24,182,72,Mexico,Querétaro,64,69,550000,2000
213987,E. Córdoba,Elacio José Córdoba Mosquera,25,1993-10-21,176,75,Colombia,Rionegro Águilas,64,69,525000,1000
214157,L. Mena,Luis Hernando Mena Sepúlveda,25,1994-05-20,169,69,Colombia,Atlético Bucaramanga,64,69,525000,1000
214595,P. Schorr,Patrick Schorr,24,1994-10-13,184,78,Germany,FC Carl Zeiss Jena,64,69,525000,1000
216705,I. Jáuregui,Ignacio Jáuregui,23,1995-08-02,172,66,Argentina,WSG Tirol,64,69,600000,3000
216833,J. Houwen,Jeroen Houwen,23,1996-02-18,188,73,Netherlands,Vitesse,64,69,450000,3000
218033,J. Oosterwijk,Jari Oosterwijk,24,1995-03-03,194,84,Netherlands,FC Twente,64,69,625000,3000
220388,S. Chakla,Sofian Chakla,25,1993-09-02,188,73,Morocco,Villarreal CF,64,69,525000,6000
220649,S. Vecchia,Stefano Vecchia,24,1995-01-23,183,80,Sweden,IK Sirius,64,69,600000,1000
222227,P. Berg,Patrick Berg,21,1997-11-24,178,70,Norway,FK Bodø/Glimt,64,69,600000,1000
222488,N. Fazzi,Nicolò Fazzi,24,1995-03-02,183,78,Italy,Atalanta,64,69,600000,9000
223069,O. Sowunmi,Omar Sowunmi,23,1995-11-07,199,93,England,Colchester United,64,69,550000,3000
224891,Rafael Ramos,Rafael António Figueiredo Ramos,24,1995-01-09,170,70,Portugal,Santa Clara,64,69,525000,1000
225739,Jin Yangyang,金洋洋,26,1993-02-03,186,70,China PR,Hebei China Fortune FC,64,69,525000,3000
226057,D. Wynne,Deklan Wynne,24,1995-03-20,178,75,New Zealand,Colorado Rapids,64,69,550000,2000
226782,R. Williams,Romario Williams,24,1994-08-15,180,77,Jamaica,Columbus Crew SC,64,69,625000,2000
227857,B. Badibanga,Beni Badibanga,23,1996-02-19,176,71,Belgium,Waasland-Beveren,64,69,600000,3000
229267,P. Hercher,Philipp Hercher,23,1996-03-21,184,81,Germany,1. FC Kaiserslautern,64,69,600000,1000
230038,A. Maisonnial,Anthony Maisonnial,21,1998-03-23,188,74,France,Paris FC,64,69,450000,1000
231383,Y. Aygün,Yavuz Aygün,23,1996-06-27,193,86,Turkey,Göztepe SK,64,69,450000,3000
233386,P. Yrizar,Paolo Yrizar,21,1997-08-06,184,78,Mexico,Querétaro,64,69,600000,2000
234148,W. Janssens,Wolke Janssens,23,1995-08-01,185,70,Belgium,Sint-Truidense VV,64,69,550000,2000
234388,M. Wachs,Marc Wachs,23,1995-07-10,180,76,Germany,SV Wehen Wiesbaden,64,69,525000,3000
235397,N. Freeman,Nicholas Freeman,23,1995-11-07,180,78,England,Wycombe Wanderers,64,69,600000,2000
240260,S. Sow,Sylla Sow,22,1996-08-08,182,74,Netherlands,RKC Waalwijk,64,69,625000,2000
241540,T. Goppel,Thijmen Goppel,22,1997-02-16,178,73,Netherlands,ADO Den Haag,64,69,600000,2000
241765,C. Akas,Chima Akas,25,1994-05-03,188,90,Nigeria,Os Belenenses,64,69,525000,2000
241911,D. Kvande,Daniel Kvande,24,1995-04-08,189,78,Norway,Ranheim Fotball,64,69,550000,1000
243346,N. Heidemann,Niklas Heidemann,24,1995-01-06,185,78,Germany,SC Preußen Münster,64,69,525000,1000
243395,C. Essers,Clint Essers,22,1997-01-27,180,67,Netherlands,Fortuna Sittard,64,69,525000,2000
243894,B. Stillhart,Basil Stillhart,25,1994-03-24,178,69,Switzerland,FC Thun,64,69,600000,4000
244636,D. Moreno,Daniel Moreno,24,1995-01-15,179,78,Colombia,Junior FC,64,69,600000,1000
244955,G. Rodríguez,Gianni Rodríguez,25,1994-06-07,177,70,Uruguay,UD Almería,64,69,525000,2000
245528,Edu Espiau,Eduardo David Espiau Hernández,24,1994-12-19,185,79,Spain,Villarreal CF,64,69,625000,6000
245898,C. Elva,Caniggia Elva,22,1996-07-14,180,81,Canada,FC Ingolstadt 04,64,69,600000,2000
246750,S. Haudum,Stefan Haudum,24,1994-11-27,189,81,Austria,LASK Linz,64,69,550000,2000
247027,Ruan,Ruan Gregório Teixeira,24,1995-05-29,170,80,Brazil,Orlando City SC,64,69,525000,2000
250731,A. Isaiah,Ahmed Isaiah,23,1995-10-10,176,70,Nigeria,Gil Vicente FC,64,69,600000,2000
250916,E. Vaessen,Etienne Vaessen,23,1995-07-26,187,89,Netherlands,RKC Waalwijk,64,69,450000,1000
251096,S. Hager,Stefan Hager,24,1995-01-25,187,76,Austria,WSG Tirol,64,69,550000,2000
251232,Jorge Silva,Jorge Fernando dos Santos Silva,23,1996-03-22,183,75,Portugal,FC Paços de Ferreira,64,69,525000,2000
251325,M. Meyerhöfer,Marco Meyerhöfer,23,1995-11-18,179,74,Germany,SpVgg Greuther Fürth,64,69,525000,2000
251337,Alex Suárez,José Alejandro Suárez Suárez,26,1993-03-10,179,74,Spain,UD Las Palmas,64,69,525000,3000
251481,M. Voduț,Mihai Voduț,24,1994-07-28,181,83,Romania,Chindia Târgovişte,64,69,625000,2000
251533,Marcelinho,Marcelo Antônio de Oliveira,22,1996-07-17,172,68,Brazil,Clube Sport Marítimo,64,69,600000,2000
252492,C. Stamboulidis,Charalambos Stamboulidis,23,1996-06-22,186,78,Greece,Extremadura UD,64,69,550000,2000
190822,E. Johansen,Eirik Holmen Johansen,26,1992-07-12,201,102,Norway,SK Brann,64,68,425000,1000
203357,D. Potts,Daniel Potts,25,1994-04-13,172,70,England,Luton Town,64,68,500000,4000
205377,D. Léon,Donovan Léon,26,1992-11-03,186,88,France,Stade Brestois 29,64,68,425000,3000
208781,W. Marinus,Wouter Marinus,24,1995-02-18,177,73,Netherlands,FC Emmen,64,68,600000,2000
208869,D. Poleon,Dominic Poleon,25,1993-09-07,176,82,England,Crawley Town,64,68,600000,3000
209316,T. Haye,Thom Haye,24,1995-02-09,177,74,Netherlands,Lecce,64,68,600000,4000
210326,M. Maletić,Marko Maletić,25,1993-10-25,193,88,Bosnia Herzegovina,Paris FC,64,68,600000,2000
211245,M. Cebula,Marcin Cebula,23,1995-12-06,177,65,Poland,Korona Kielce,64,68,600000,1000
211978,S. Hoare,Sean Hoare,25,1994-03-15,189,75,Republic of Ireland,Dundalk,64,68,525000,1000
212624,D. Bohl,Daniel Bohl,25,1994-06-09,172,69,Germany,Chemnitzer FC,64,68,525000,1000
214308,A. Martínez,Ariel Elías Martínez Arce,25,1994-01-10,176,69,Chile,Audax Italiano,64,68,575000,2000
214414,R. Ureña,Rodrigo Andrés Ureña Reyes,26,1993-03-01,178,71,Chile,CD Cobresal,64,68,525000,1000
215302,F. Marquet,François Marquet,24,1995-04-17,171,69,Belgium,KV Oostende,64,68,575000,3000
215422,F. Holthaus,Fabian Holthaus,24,1995-01-17,181,74,Germany,Viktoria Köln,64,68,525000,1000
216106,M. Van Damme,Miguel Van Damme,25,1993-09-25,182,80,Belgium,KSV Cercle Brugge,64,68,425000,3000
217826,J. Laurent,Josh Laurent,24,1995-05-06,188,75,England,Shrewsbury,64,68,575000,2000
218292,D. Djigla,David Djigla,23,1995-08-23,175,73,Benin,Chamois Niortais Football Club,64,68,600000,2000
219392,A. Rufer,Alex Arthur Rufer,23,1996-06-12,184,75,New Zealand,Wellington Phoenix,64,68,575000,1000
219705,D. Węglarz,Damian Węglarz,23,1996-03-21,187,75,Poland,Jagiellonia Białystok,64,68,425000,2000
219785,T. Holmes-Dennis,Tareiq Holmes-Dennis,23,1995-10-31,177,73,England,Bristol Rovers,64,68,525000,2000
221355,N. Thomas,Nathan Thomas,24,1994-09-27,178,80,England,Carlisle United,64,68,600000,3000
221531,M. Maroši,Marko Maroši,25,1993-10-23,190,80,Slovakia,Coventry City,64,68,425000,2000
221648,Y. Barnawi,Yaseen Omar Barnawi,25,1993-10-01,176,76,Saudi Arabia,Al Taawoun,64,68,500000,5000
221767,K. Choi,최경록 崔琼罗,24,1995-03-15,176,71,Korea Republic,Karlsruher SC,64,68,600000,4000
221893,P. Golubović,Petar Golubović,24,1994-07-13,179,72,Serbia,KV Kortrijk,64,68,525000,3000
223139,A. Zedadka,Akim Zedadka,24,1995-05-30,173,72,France,Clermont Foot 63,64,68,525000,1000
223861,S. Crone,Svenn Crone,24,1995-05-20,183,75,Denmark,Silkeborg IF,64,68,525000,2000
225128,G. Acampora,Gennaro Acampora,25,1994-03-29,177,78,Italy,Spezia,64,68,575000,1000
225868,David Gil,David Gil Mohedano,25,1994-01-11,186,81,Spain,Cádiz CF,64,68,425000,2000
227497,M. Fraisl,Martin Fraisl,26,1993-05-10,187,79,Austria,SV Sandhausen,64,68,425000,1000
230694,I. Çipe,İsmail Çipe,24,1995-01-05,197,82,Turkey,Kayserispor,64,68,425000,2000
230713,A. Al Malki,Abdulelah Al Malki,24,1994-10-11,176,69,Saudi Arabia,Al Ittihad,64,68,525000,6000
232963,T. Kanamori,金森 健志,25,1994-04-04,171,74,Japan,Sagan Tosu,64,68,600000,2000
233366,V. Henry,Valentin Henry,25,1993-09-18,178,73,France,Rodez Aveyron Football,64,68,500000,1000
235324,R. Niemeijer,Reuven Niemeijer,24,1995-03-27,178,71,Netherlands,Heracles Almelo,64,68,600000,2000
235700,J. Green,Jordan Green,24,1995-02-22,168,72,England,Barnsley,64,68,600000,3000
237507,Park Yi-Young,박이영 朴易扬,25,1994-06-29,186,74,Korea Republic,FC St. Pauli,64,68,500000,4000
237582,K. Nagato,永藤 克弥,24,1995-01-15,172,71,Japan,Vegalta Sendai,64,68,525000,1000
237943,D. Scarr,Dan Scarr,24,1994-12-24,188,85,England,Walsall,64,68,525000,4000
238684,J. Lorch,Jeremias Lorch,23,1995-12-02,188,79,Germany,SV Wehen Wiesbaden,64,68,525000,3000
238945,M. Blažič,Miha Blažič,26,1993-05-08,185,81,Slovenia,Slovenia,64,68,0,0
239078,S. Schimmer,Stefan Schimmer,25,1994-04-28,185,75,Germany,1. FC Heidenheim 1846,64,68,600000,4000
239181,M. Seegert,Marcel Seegert,25,1994-04-29,186,76,Germany,SV Waldhof Mannheim,64,68,525000,1000
240027,A. Vrenezi,Albion Vrenezi,25,1993-10-04,177,65,Kosovo,FC Würzburger Kickers,64,68,600000,2000
240335,B. Jacobsen,Bjarke Jacobsen,25,1993-08-21,190,85,Denmark,AC Horsens,64,68,575000,3000
241010,M. Ortíz,Marcelo Ortíz,25,1994-01-13,186,74,Argentina,Atlético Tucumán,64,68,525000,3000
242160,M. Lode,Marius Lode,26,1993-03-11,185,77,Norway,FK Bodø/Glimt,64,68,525000,1000
243615,L. Nieuwpoort,Lars Nieuwpoort,24,1994-10-29,189,70,Netherlands,RKC Waalwijk,64,68,525000,2000
243749,S. Mamba,Streli Mamba,25,1994-06-17,177,75,Germany,SC Paderborn 07,64,68,600000,6000
243865,I. Savane,Ibrahima Savane,25,1993-09-10,181,71,France,Livingston FC,64,68,500000,2000
246817,J. Méndez,Javier Méndez,24,1994-12-05,184,83,Uruguay,Unión de Santa Fe,64,68,525000,3000
248879,K. Holzweiler,Kevin Holzweiler,24,1994-10-16,164,60,Germany,Viktoria Köln,64,68,600000,1000
251277,R. Sirk,Rok Sirk,25,1993-09-10,184,74,Slovenia,Zagłębie Lubin,64,68,600000,2000
251428,J. Kotei,James Kotei,25,1993-08-10,180,70,Ghana,Kaizer Chiefs,64,68,525000,1000
251486,Nené,Rui F. da Cunha Correia,24,1995-06-10,183,76,Portugal,Santa Clara,64,68,575000,1000
193937,D. Jablonský,David Jablonský,27,1991-10-08,190,80,Czech Republic,Cracovia,64,67,500000,2000
198655,C. Missilou,Christopher Missilou,26,1992-07-18,180,75,Congo,Oldham Athletic,64,67,500000,3000
198811,F. Jensen,Fredrik Oldrup Jensen,26,1993-05-18,185,73,Norway,Odds BK,64,67,550000,1000
199867,Milton Raphael,Milton Raphael Guimarães Pires,28,1991-05-11,190,77,Brazil,Vitória de Setúbal,64,67,400000,1000
200525,S. Walker,Sam Walker,27,1991-10-02,198,78,England,Reading,64,67,400000,4000
200633,R. McDonald,Rod McDonald,27,1992-04-11,191,82,England,AFC Wimbledon,64,67,500000,2000
202179,Z. Ismail,Zeli Ismail,25,1993-12-12,178,75,England,Bradford City,64,67,575000,5000
203139,A. Stewart,Anthony Stewart,26,1992-09-18,183,76,England,Wycombe Wanderers,64,67,500000,2000
203292,O. Turton,Oliver Turton,26,1992-12-06,180,75,England,Blackpool,64,67,500000,3000
204334,I. Gelios,Ioannis Gelios,27,1992-04-24,190,88,Greece,Holstein Kiel,64,67,400000,3000
204520,Toni Silva,Toni Brito Silva Sá,25,1993-09-15,182,74,Guinea Bissau,Astra Giurgiu,64,67,575000,3000
204652,A. Escoboza,Jesús Alonso Escoboza Lugo,26,1993-01-22,171,70,Mexico,Querétaro,64,67,550000,3000
205015,J. Grimmer,Jack Grimmer,25,1994-01-25,184,83,Scotland,Wycombe Wanderers,64,67,500000,2000
205485,A. Henley,Adam Henley,25,1994-06-14,178,78,Wales,Bradford City,64,67,500000,4000
205939,O. Bulut,Onur Bulut,25,1994-04-16,179,69,Germany,Alanyaspor,64,67,575000,3000
206032,Pol,Pol Freixanet Viejo,27,1991-08-22,191,80,Spain,CF Fuenlabrada,64,67,400000,2000
206263,T. Hopper,Tom Hopper,25,1993-12-14,186,76,England,Southend United,64,67,575000,3000
206520,Kim Won Sik,김원식 金元植,27,1991-11-05,186,76,Korea Republic,FC Seoul,64,67,500000,2000
206598,D. Berntsen,Daniel Berntsen,26,1993-04-04,175,65,Norway,Tromsø IL,64,67,550000,1000
207639,C. Reilly,Callum Reilly,25,1993-10-03,185,80,Republic of Ireland,AFC Wimbledon,64,67,550000,2000
207651,Dolly Menga,Dolly Domingos Menga,26,1993-05-02,180,73,Angola,Livingston FC,64,67,575000,2000
208009,W. Jobello,Wesley Jobello,25,1994-01-23,179,68,France,Coventry City,64,67,575000,3000
208852,K. Morris,Kieron Morris,25,1994-06-03,178,71,England,Tranmere Rovers,64,67,575000,2000
209475,J. O'Sullivan,John O'Sullivan,25,1993-09-18,181,83,Republic of Ireland,Morecambe,64,67,575000,3000
209675,J. Donacien,Janoi Donacien,25,1993-11-03,183,75,St Lucia,Ipswich Town,64,67,500000,3000
210311,S. Spiridonović,Srđan Spiridonović,25,1993-10-13,172,69,Austria,Pogoń Szczecin,64,67,575000,2000
210502,M. Kuttin,Manuel Kuttin,25,1993-12-17,194,94,Austria,Wolfsberger AC,64,67,425000,2000
211001,Alex Vallejo,Alejandro Vallejo Mínguez,27,1992-01-26,189,74,Spain,CF Fuenlabrada,64,67,500000,2000
211273,C. Álvarez,Cristian Marcelo Álvarez,26,1992-09-28,174,71,Argentina,América de Cali,64,67,550000,1000
211618,D. Starkl,Dominik Starkl,25,1993-11-06,176,70,Austria,FC Admira Wacker Mödling,64,67,575000,4000
211845,N. Quaschner,Nils Quaschner,25,1994-04-22,184,81,Germany,DSC Arminia Bielefeld,64,67,575000,4000
212790,J. Thiaré,Jamal Thiaré,26,1993-03-31,183,68,Senegal,Le Havre AC,64,67,575000,2000
214981,E. Mastrolía,Ezequiel Mastrolía,28,1991-03-25,183,81,Argentina,Club Atlético Talleres,64,67,400000,3000
215459,G. Karlen,Gaëtan Karlen,26,1993-06-07,186,79,Switzerland,Neuchâtel Xamax,64,67,575000,2000
216453,L. Shephard,Liam Shephard,24,1994-11-22,178,67,Wales,Forest Green Rovers,64,67,500000,4000
216736,Wang Shangyuan,王上源,26,1993-06-02,185,70,China PR,Henan Jianye FC,64,67,550000,3000
220271,M. Evouna,Malick Evouna,26,1992-11-28,185,80,Gabon,Santa Clara,64,67,575000,2000
221235,A. Mosquera,Andrés Felipe Mosquera Marmolejo,27,1991-09-10,182,72,Colombia,Independiente Medellín,64,67,400000,1000
221812,A. Al Shamekh,Abdullah Abdulkarim Al Shamekh,26,1993-05-28,176,76,Saudi Arabia,Al Shabab,64,67,500000,7000
221846,Wang Tong,王彤,26,1993-02-12,179,71,China PR,Shandong Luneng TaiShan FC,64,67,500000,4000
221856,Luo Senwen,罗森文,26,1993-01-16,188,80,China PR,Chongqing Dangdai Lifan FC SWM Team,64,67,550000,3000
222018,R. Arciero,Rodrigo Sebastián Arciero,26,1993-03-12,177,70,Argentina,Club Atlético Banfield,64,67,500000,3000
222308,Hu Yanqiang,胡延强,26,1993-03-20,178,60,China PR,Beijing Sinobo Guoan FC,64,67,550000,4000
222351,Luo Jing,罗竞,25,1993-11-04,180,72,China PR,Jiangsu Suning FC,64,67,550000,5000
223263,Z. Gordon,Ziggy Gordon,26,1993-04-23,180,77,Scotland,Central Coast Mariners,64,67,500000,1000
223629,S. Al Jaman,Saleh Al Jaman,25,1993-10-14,174,65,Saudi Arabia,Ettifaq FC,64,67,575000,6000
224403,G. Alanís,Gabriel Gustavo Alanís,25,1994-03-16,186,73,Argentina,Godoy Cruz,64,67,575000,3000
229465,S. Leyton,Sebastián Ignacio Leyton Hevia,26,1993-04-13,177,68,Chile,Unión La Calera,64,67,550000,1000
232803,N. Maeda,前田 尚輝,24,1994-11-17,175,66,Japan,Nagoya Grampus,64,67,575000,2000
234620,Emanuel Novo,Emanuel Rodrigues Novo,26,1992-08-26,190,78,Portugal,FC Hermannstadt,64,67,400000,2000
235313,A. Calcan,Andreias Calcan,25,1994-04-09,172,74,Romania,FC Viitorul,64,67,575000,3000
237044,S. Vergara,Sergio Vergara,25,1994-04-27,170,68,Chile,CD Everton de Viña del Mar,64,67,575000,1000
240212,D. Petković,Danijel Petković,26,1993-05-25,197,90,Montenegro,Angers SCO,64,67,400000,4000
240408,F. Boló,Franco Emanuel Bolo,25,1994-02-04,170,70,Argentina,Deportivo Pasto,64,67,575000,1000
241913,A. Foosnæs,Aleksander Foosnæs,25,1994-06-05,172,69,Norway,Ranheim Fotball,64,67,500000,1000
243125,S. Strand,Simon Strand,26,1993-05-25,175,70,Sweden,IF Elfsborg,64,67,500000,1000
244521,I. Durmuş,İlkay Durmuş,25,1994-05-01,180,73,Turkey,St. Mirren,64,67,575000,2000
245487,Diogo Silva,Diogo Miguel Oliveira Silva,26,1993-05-13,189,82,Portugal,CD Tondela,64,67,400000,2000
248000,E. Pap,Eduard Pap,25,1994-07-01,182,82,Romania,FC Botoşani,64,67,425000,2000
250907,R. Garcia,Rafael Garcia,25,1993-09-27,181,75,Germany,Chemnitzer FC,64,67,575000,1000
251228,D. Kovačec,Dino Kovačec,25,1993-12-27,178,71,Croatia,WSG Tirol,64,67,575000,3000
251234,Márcio Meira,Márcio André Meira Fernandes,25,1994-01-09,169,63,Portugal,Gil Vicente FC,64,67,575000,2000
188278,M. Birighitti,Mark Birighitti,28,1991-04-17,189,84,Australia,Central Coast Mariners,64,66,400000,1000
189955,O. Söderberg,Ole Söderberg,28,1990-07-20,194,94,Sweden,AFC Eskilstuna,64,66,400000,1000
198155,D. Achucarro,David Eduardo Achucarro Trinidad,28,1991-01-05,178,79,Argentina,Cúcuta Deportivo,64,66,450000,1000
199770,M. Maak,Matthias Maak,27,1992-05-12,191,87,Austria,SCR Altach,64,66,475000,3000
199812,R. Allsop,Ryan Allsop,27,1992-06-17,189,80,England,Wycombe Wanderers,64,66,375000,2000
202128,N. Ralph,Nathan Ralph,26,1993-02-14,175,70,England,Southend United,64,66,475000,2000
202904,J. Tamm,Joonas Tamm,27,1992-02-02,192,97,Estonia,Lillestrøm SK,64,66,475000,1000
203500,D. Rose,Danny Rose,25,1993-12-10,173,72,England,Mansfield Town,64,66,550000,5000
203849,C. Cropper,Cody Cropper,26,1993-02-16,193,91,United States,New England Revolution,64,66,400000,2000
204438,C. Diop,Clément Diop Degoud,25,1993-10-12,185,77,Senegal,Montreal Impact,64,66,400000,1000
206471,Jean Deretti,Jean Alexandre Deretti,26,1993-05-01,174,65,Brazil,Academica Clinceni,64,66,550000,2000
207646,P. Sweeney,Pierce Sweeney,24,1994-09-11,178,80,Republic of Ireland,Exeter City,64,66,500000,3000
208719,P. Kühn,Philipp Kühn,26,1992-09-02,189,95,Germany,VfL Osnabrück,64,66,400000,3000
210367,J. Tillson,Jordan Tillson,26,1993-03-05,183,67,England,Exeter City,64,66,500000,3000
210706,N. Chamed,Nasser Chamed,25,1993-10-04,175,76,Comoros,Gaz Metan Mediaş,64,66,550000,3000
212013,K. Baccus,Kearyn Baccus,27,1991-09-05,180,75,Australia,Kaizer Chiefs,64,66,475000,1000
212045,C. Nielsen,Casper Højer Nielsen,24,1994-11-20,184,80,Denmark,Aarhus GF,64,66,500000,3000
213141,S. Patzler,Sebastian Patzler,28,1990-10-24,190,80,Germany,Viktoria Köln,64,66,400000,1000
213281,P. Retre,Paulo Retre,26,1993-03-04,178,75,Australia,Sydney FC,64,66,475000,2000
213303,B. Perea,Brayan Perea,26,1993-02-25,189,78,Colombia,Independiente Santa Fe,64,66,550000,1000
215738,J. Beaulieu,Jonathan Beaulieu,26,1993-03-11,180,65,France,FC Chambly Oise,64,66,500000,1000
216181,P. Tschernegg,Peter Tschernegg,26,1992-07-23,181,75,Austria,TSV Hartberg,64,66,500000,2000
219768,J. Vojtuš,Jakub Vojtuš,25,1993-10-22,186,74,Slovakia,Academica Clinceni,64,66,550000,2000
221001,U. Saltnes,Ulrik Saltnes,26,1992-11-10,187,78,Norway,FK Bodø/Glimt,64,66,525000,1000
221853,Mi Haolun,糜昊伦,26,1993-01-10,175,60,China PR,Tianjin Quanjian FC,64,66,475000,5000
223968,V. Vasić,Vaso Vasić,29,1990-04-26,186,80,Serbia,Royal Excel Mouscron,64,66,375000,2000
